,Column1,location_x,stdt,eddt,damagearea,경도,위도,상태,동두천,수원,양평,이천,파주,관측소,Unnamed: 0,location_y,date,avg_temp,min_temp,max_temp,rainfall,max_wind_speed,avg_wind
0,0,경기평택,2019-08-26,2019-08-26,0.01,127.0037131,37.02303199,인근좌표,False,True,False,False,False,수원,7417.0,수원,2019-08-26,25.6,20.1,31.0,0.0,4.4,1.2
1,1,경기포천,2019-09-29,2019-09-30,0.16,127.237579,37.96766787,인근좌표,True,False,False,False,False,동두천,2097.0,동두천,2019-09-29,19.7,14.5,27.3,0.0,2.3,0.8
2,2,경기평택,2019-10-12,2019-10-12,0.03,127.0037131,37.02303199,인근좌표,False,True,False,False,False,수원,7464.0,수원,2019-10-12,18.3,14.1,23.3,0.0,5.3,2.7
3,3,경기안양,2019-10-19,2019-10-19,0.01,126.9027706,37.40454384,인근좌표,False,True,False,False,False,수원,7471.0,수원,2019-10-19,16.0,10.4,22.2,0.0,3.7,1.2
4,4,경기가평,2019-11-07,2019-11-07,0.25,127.4076594,37.8112458,인근좌표,False,False,True,False,False,양평,10167.0,양평,2019-11-07,8.2,2.5,16.1,0.0,3.6,1.3
5,5,경기남양주,2019-11-09,2019-11-09,0.01,127.25800349999999,37.64296989,인근좌표,False,False,True,False,False,양평,10169.0,양평,2019-11-09,6.1,-1.3,15.9,0.0,3.0,0.7
6,6,경기성남,2019-11-21,2019-11-21,0.01,127.10373340000001,37.43511843,인근좌표,False,True,False,False,False,수원,7504.0,수원,2019-11-21,4.8,-3.2,9.9,0.0,3.2,1.1
7,7,경기양평,2019-11-28,2019-11-28,0.09,127.58109590000001,37.51899594,인근좌표,False,False,True,False,False,양평,10188.0,양평,2019-11-28,4.7,-0.5,11.3,0.0,2.4,0.9
8,8,경기광주,2019-11-28,2019-11-28,0.1,127.2917767,37.4004581,인근좌표,False,False,True,False,False,양평,10188.0,양평,2019-11-28,4.7,-0.5,11.3,0.0,2.4,0.9
9,9,경기파주,2019-11-29,2019-11-29,0.01,126.8077119,37.84944357,인근좌표,False,False,False,False,True,파주,4835.0,파주,2019-11-29,-1.5,-7.5,7.0,0.0,2.3,0.7
10,10,경기광주,2019-12-02,2019-12-02,0.01,127.2917767,37.4004581,인근좌표,False,False,True,False,False,양평,10192.0,양평,2019-12-02,1.6,-2.3,5.0,0.0,6.7,2.8
11,11,경기광주,2019-12-28,2019-12-28,0.33,127.2917767,37.4004581,인근좌표,False,False,True,False,False,양평,10218.0,양평,2019-12-28,-1.3,-7.0,4.8,0.0,3.3,0.8
12,12,경기포천,2019-12-29,2019-12-29,0.01,127.237579,37.96766787,인근좌표,True,False,False,False,False,동두천,2188.0,동두천,2019-12-29,2.8,-1.0,7.6,0.1,3.1,0.6
13,13,경기성남,2019-03-31,2019-03-31,0.01,127.10373340000001,37.43511843,인근좌표,False,True,False,False,False,수원,7269.0,수원,2019-03-31,4.7,2.6,9.0,0.5,7.5,3.7
14,14,경기남양주,2019-04-02,2019-04-02,0.05,127.25800349999999,37.64296989,인근좌표,False,False,True,False,False,양평,9948.0,양평,2019-04-02,5.7,-2.8,13.1,0.0,5.7,1.9
15,15,경기가평,2019-04-02,2019-04-02,0.6,127.4076594,37.8112458,인근좌표,False,False,True,False,False,양평,9948.0,양평,2019-04-02,5.7,-2.8,13.1,0.0,5.7,1.9
16,16,경기포천,2019-04-02,2019-04-02,1.0,127.237579,37.96766787,인근좌표,True,False,False,False,False,동두천,1917.0,동두천,2019-04-02,5.2,-2.8,14.2,0.0,7.5,1.9
17,17,경기안성,2019-04-03,2019-04-03,0.05,127.3059003,37.02476089,인근좌표,False,False,False,True,False,이천,12626.0,이천,2019-04-03,6.4,-3.2,14.7,0.0,4.9,2.1
18,18,경기가평,2019-04-03,2019-04-03,3.5,127.4076594,37.8112458,인근좌표,False,False,True,False,False,양평,9949.0,양평,2019-04-03,6.4,-1.9,14.4,0.0,5.0,1.8
19,19,경기양평,2019-04-03,2019-04-03,0.14,127.58109590000001,37.51899594,인근좌표,False,False,True,False,False,양평,9949.0,양평,2019-04-03,6.4,-1.9,14.4,0.0,5.0,1.8
20,20,경기포천,2019-04-04,2019-04-04,0.2,127.237579,37.96766787,인근좌표,True,False,False,False,False,동두천,1919.0,동두천,2019-04-04,8.1,-1.2,16.2,0.0,7.2,2.7
21,21,경기파주,2019-04-04,2019-04-04,2.0,126.8077119,37.84944357,인근좌표,False,False,False,False,True,파주,4596.0,파주,2019-04-04,7.7,-1.3,15.0,0.0,6.2,3.0
22,22,경기남양주,2019-04-04,2019-04-04,0.02,127.25800349999999,37.64296989,인근좌표,False,False,True,False,False,양평,9950.0,양평,2019-04-04,8.1,-1.6,17.7,0.0,6.9,1.9
23,23,경기연천,2019-04-04,2019-04-04,0.3,127.02681979999998,38.08507414,인근좌표,True,False,False,False,False,동두천,1919.0,동두천,2019-04-04,8.1,-1.2,16.2,0.0,7.2,2.7
24,24,경기용인,2019-04-04,2019-04-04,0.1,127.24003640000001,37.22209372,인근좌표,False,False,False,True,False,이천,12627.0,이천,2019-04-04,8.6,-2.6,18.0,0.0,5.4,2.2
25,25,경기고양,2019-04-05,2019-04-05,1.0,126.89936759999999,37.66019018,인근좌표,False,False,False,False,True,파주,4597.0,파주,2019-04-05,11.0,5.7,17.5,0.0,6.1,2.9
26,26,경기고양,2019-04-07,2019-04-07,0.04,126.89936759999999,37.66019018,인근좌표,False,False,False,False,True,파주,4599.0,파주,2019-04-07,10.2,2.0,18.7,0.0,3.5,1.3
27,27,경기평택,2019-04-07,2019-04-07,0.01,127.0037131,37.02303199,인근좌표,False,True,False,False,False,수원,7276.0,수원,2019-04-07,13.0,5.8,20.9,0.0,4.2,1.6
28,28,경기이천,2019-04-08,2019-04-08,0.06,127.4520008,37.20146617,인근좌표,False,False,False,True,False,이천,12631.0,이천,2019-04-08,11.8,6.1,19.3,0.0,5.0,2.4
29,29,경기성남,2019-04-08,2019-04-08,0.6,127.10373340000001,37.43511843,인근좌표,False,True,False,False,False,수원,7277.0,수원,2019-04-08,11.4,4.9,18.1,0.0,5.8,2.4
30,30,경기안성,2019-04-08,2019-04-08,0.03,127.3059003,37.02476089,인근좌표,False,False,False,True,False,이천,12631.0,이천,2019-04-08,11.8,6.1,19.3,0.0,5.0,2.4
31,31,경기하남,2019-04-08,2019-04-08,0.09,127.2110935,37.5303375,인근좌표,False,False,True,False,False,양평,9954.0,양평,2019-04-08,12.2,4.1,18.7,0.0,5.3,2.4
32,32,경기평택,2019-04-09,2019-04-09,1.5,127.0037131,37.02303199,인근좌표,False,True,False,False,False,수원,7278.0,수원,2019-04-09,9.5,4.8,14.8,18.1,6.8,3.9
33,33,경기포천,2019-04-09,2019-04-09,0.16,127.237579,37.96766787,인근좌표,True,False,False,False,False,동두천,1924.0,동두천,2019-04-09,8.0,3.9,13.7,9.5,5.9,1.6
34,34,경기가평,2019-04-09,2019-04-09,0.7,127.4076594,37.8112458,인근좌표,False,False,True,False,False,양평,9955.0,양평,2019-04-09,8.8,4.0,15.6,23.5,6.9,2.6
35,35,경기양평,2019-04-13,2019-04-13,0.02,127.58109590000001,37.51899594,인근좌표,False,False,True,False,False,양평,9959.0,양평,2019-04-13,11.0,2.3,19.3,0.0,4.2,1.6
36,36,경기평택,2019-04-13,2019-04-13,0.03,127.0037131,37.02303199,인근좌표,False,True,False,False,False,수원,7282.0,수원,2019-04-13,11.0,3.3,18.7,0.0,4.6,1.4
37,37,경기남양주,2019-04-13,2019-04-13,0.06,127.25800349999999,37.64296989,인근좌표,False,False,True,False,False,양평,9959.0,양평,2019-04-13,11.0,2.3,19.3,0.0,4.2,1.6
38,38,경기고양,2019-04-15,2019-04-15,0.01,126.89936759999999,37.66019018,인근좌표,False,False,False,False,True,파주,4607.0,파주,2019-04-15,9.0,-1.7,18.1,0.0,5.5,1.8
39,39,경기김포,2019-04-16,2019-04-16,0.04,126.6015557,37.68465337,인근좌표,False,False,False,False,True,파주,4608.0,파주,2019-04-16,11.3,1.1,21.1,0.0,3.6,1.1
40,40,경기가평,2019-04-17,2019-04-17,0.1,127.4076594,37.8112458,인근좌표,False,False,True,False,False,양평,9963.0,양평,2019-04-17,14.9,5.6,24.1,0.0,4.9,1.7
41,41,경기시흥,2019-04-17,2019-04-17,0.02,126.83356609999998,37.39397721,인근좌표,False,True,False,False,False,수원,7286.0,수원,2019-04-17,14.5,7.0,23.2,0.0,5.0,1.7
42,42,경기포천,2021-02-12,2021-02-12,0.02,127.237579,37.96766787,인근좌표,True,False,False,False,False,동두천,2599.0,동두천,2021-02-12,3.9,-3.5,14.4,0.0,2.8,0.8
43,43,경기용인,2021-02-12,2021-02-12,0.02,127.24003640000001,37.22209372,인근좌표,False,False,False,True,False,이천,13307.0,이천,2021-02-12,5.0,-2.8,14.6,0.0,1.9,0.6
44,44,경기양평,2021-02-12,2021-02-12,0.06,127.58109590000001,37.51899594,인근좌표,False,False,True,False,False,양평,10630.0,양평,2021-02-12,4.4,-2.3,14.6,0.0,2.5,0.6
45,45,경기파주,2021-02-12,2021-02-12,0.02,126.8077119,37.84944357,인근좌표,False,False,False,False,True,파주,5276.0,파주,2021-02-12,2.4,-4.5,12.2,0.0,2.4,0.7
46,46,경기여주,2021-02-14,2021-02-14,0.06,127.64428500000001,37.28762711,인근좌표,False,False,False,True,False,이천,13309.0,이천,2021-02-14,7.8,1.4,13.7,0.1,1.8,0.6
47,47,경기용인,2021-02-15,2021-02-15,0.08,127.24003640000001,37.22209372,인근좌표,False,False,False,True,False,이천,13310.0,이천,2021-02-15,2.2,-4.3,8.5,0.5,6.1,3.3
48,48,경기의정부,2021-02-23,2021-02-23,0.01,127.0666545,37.73305139,인근좌표,True,False,False,False,False,동두천,2610.0,동두천,2021-02-23,-0.4,-4.4,6.4,0.0,4.4,2.1
49,49,경기포천,2021-02-23,2021-02-23,0.03,127.237579,37.96766787,인근좌표,True,False,False,False,False,동두천,2610.0,동두천,2021-02-23,-0.4,-4.4,6.4,0.0,4.4,2.1
50,50,경기광주,2021-02-23,2021-02-23,0.66,127.2917767,37.4004581,인근좌표,False,False,True,False,False,양평,10641.0,양평,2021-02-23,1.9,-1.4,6.4,0.0,4.3,2.5
51,51,경기성남,2021-02-25,2021-02-25,0.03,127.10373340000001,37.43511843,인근좌표,False,True,False,False,False,수원,7966.0,수원,2021-02-25,3.4,-2.2,8.6,0.0,2.2,0.8
52,52,경기포천,2021-02-26,2021-02-26,0.03,127.237579,37.96766787,인근좌표,True,False,False,False,False,동두천,2613.0,동두천,2021-02-26,4.8,-5.0,15.8,0.0,4.0,1.6
53,53,경기화성,2021-02-26,2021-02-26,0.06,126.91625570000001,37.15266119,인근좌표,False,True,False,False,False,수원,7967.0,수원,2021-02-26,8.1,-1.3,15.6,0.0,4.3,1.6
54,54,경기용인,2021-02-26,2021-02-26,0.05,127.24003640000001,37.22209372,인근좌표,False,False,False,True,False,이천,13321.0,이천,2021-02-26,6.4,-2.9,16.2,0.0,3.0,0.9
55,55,경기연천,2021-02-26,2021-02-26,1.5,127.02681979999998,38.08507414,인근좌표,True,False,False,False,False,동두천,2613.0,동두천,2021-02-26,4.8,-5.0,15.8,0.0,4.0,1.6
56,56,경기화성,2021-02-27,2021-02-27,0.1,126.91625570000001,37.15266119,인근좌표,False,True,False,False,False,수원,7968.0,수원,2021-02-27,8.8,3.5,14.6,0.0,8.4,3.4
57,57,경기시흥,2021-02-27,2021-02-27,0.06,126.83356609999998,37.39397721,인근좌표,False,True,False,False,False,수원,7968.0,수원,2021-02-27,8.8,3.5,14.6,0.0,8.4,3.4
58,58,경기양평,2021-02-27,2021-02-27,0.1,127.58109590000001,37.51899594,인근좌표,False,False,True,False,False,양평,10645.0,양평,2021-02-27,7.6,0.1,15.3,0.0,4.1,1.8
59,59,경기광주,2021-02-27,2021-02-27,0.16,127.2917767,37.4004581,인근좌표,False,False,True,False,False,양평,10645.0,양평,2021-02-27,7.6,0.1,15.3,0.0,4.1,1.8
60,60,경기고양,2021-02-27,2021-02-27,0.1,126.89936759999999,37.66019018,인근좌표,False,False,False,False,True,파주,5291.0,파주,2021-02-27,6.2,-0.5,15.5,0.0,5.0,2.3
61,61,경기양평,2021-02-28,2021-02-28,0.05,127.58109590000001,37.51899594,인근좌표,False,False,True,False,False,양평,10646.0,양평,2021-02-28,6.2,-1.6,11.9,0.0,3.6,0.8
62,62,경기의왕,2021-03-07,2021-03-07,0.01,126.9891898,37.35795112,인근좌표,False,True,False,False,False,수원,7976.0,수원,2021-03-07,5.7,2.2,10.8,0.0,5.4,2.5
63,63,경기포천,2021-03-10,2021-03-10,0.5,127.237579,37.96766787,인근좌표,True,False,False,False,False,동두천,2625.0,동두천,2021-03-10,6.9,-1.7,17.5,0.0,3.4,1.1
64,64,경기광주,2021-03-14,2021-03-14,0.01,127.2917767,37.4004581,인근좌표,False,False,True,False,False,양평,10660.0,양평,2021-03-14,8.9,2.8,14.7,0.0,2.7,1.0
65,65,경기화성,2021-03-15,2021-03-15,0.4,126.91625570000001,37.15266119,인근좌표,False,True,False,False,False,수원,7984.0,수원,2021-03-15,10.0,2.3,16.1,0.2,4.6,1.8
66,66,경기파주,2021-03-15,2021-03-15,0.3,126.8077119,37.84944357,인근좌표,False,False,False,False,True,파주,5307.0,파주,2021-03-15,7.7,-0.5,14.6,1.1,4.0,1.4
67,67,경기오산,2021-03-17,2021-03-17,0.2,127.051305,37.163072799999995,인근좌표,False,True,False,False,False,수원,7986.0,수원,2021-03-17,7.1,0.5,16.8,0.0,4.5,1.5
68,68,경기여주,2021-03-19,2021-03-19,0.05,127.64428500000001,37.28762711,인근좌표,False,False,False,True,False,이천,13342.0,이천,2021-03-19,14.2,10.1,19.5,0.0,3.7,1.7
69,69,경기파주,2021-03-19,2021-03-19,0.7,126.8077119,37.84944357,인근좌표,False,False,False,False,True,파주,5311.0,파주,2021-03-19,12.9,8.3,19.8,0.0,3.4,1.6
70,70,경기여주,2021-03-20,2021-03-20,0.2,127.64428500000001,37.28762711,인근좌표,False,False,False,True,False,이천,13343.0,이천,2021-03-20,8.9,7.0,12.0,4.7,2.9,1.1
71,71,경기안산,2021-03-21,2021-03-21,0.04,126.85747909999999,37.32275536,인근좌표,False,True,False,False,False,수원,7990.0,수원,2021-03-21,5.8,3.6,8.9,0.0,8.2,4.2
72,72,경기포천,2021-03-23,2021-03-23,0.05,127.237579,37.96766787,인근좌표,True,False,False,False,False,동두천,2638.0,동두천,2021-03-23,8.2,-0.5,17.2,0.0,7.4,2.4
73,73,경기광주,2021-03-25,2021-03-25,0.1,127.2917767,37.4004581,인근좌표,False,False,True,False,False,양평,10671.0,양평,2021-03-25,12.0,5.7,20.4,0.0,3.4,1.2
74,74,경기용인,2021-03-26,2021-03-26,0.01,127.24003640000001,37.22209372,인근좌표,False,False,False,True,False,이천,13349.0,이천,2021-03-26,12.3,2.7,21.3,0.0,2.3,0.7
75,75,경기용인,2021-03-26,2021-03-26,0.03,127.24003640000001,37.22209372,인근좌표,False,False,False,True,False,이천,13349.0,이천,2021-03-26,12.3,2.7,21.3,0.0,2.3,0.7
76,76,경기남양주,2021-01-01,2021-01-01,0.03,127.25800349999999,37.64296989,인근좌표,False,False,True,False,False,양평,10588.0,양평,2021-01-01,-6.3,-12.6,-0.4,0.0,2.3,0.7
77,77,경기광주,2021-01-01,2021-01-01,0.07,127.2917767,37.4004581,인근좌표,False,False,True,False,False,양평,10588.0,양평,2021-01-01,-6.3,-12.6,-0.4,0.0,2.3,0.7
78,78,경기파주,2021-01-02,2021-01-02,0.03,126.8077119,37.84944357,인근좌표,False,False,False,False,True,파주,5235.0,파주,2021-01-02,-7.3,-13.6,-1.6,0.0,4.4,1.6
79,79,경기고양,2021-01-02,2021-01-02,0.01,126.89936759999999,37.66019018,인근좌표,False,False,False,False,True,파주,5235.0,파주,2021-01-02,-7.3,-13.6,-1.6,0.0,4.4,1.6
80,80,경기포천,2021-01-03,2021-01-03,0.03,127.237579,37.96766787,인근좌표,True,False,False,False,False,동두천,2559.0,동두천,2021-01-03,-7.7,-12.7,-1.5,0.0,3.9,1.1
81,81,경기의정부,2021-01-05,2021-01-05,0.05,127.0666545,37.73305139,인근좌표,True,False,False,False,False,동두천,2561.0,동두천,2021-01-05,-6.7,-11.5,-2.3,0.0,5.0,1.8
82,82,경기양평,2021-01-06,2021-01-06,0.01,127.58109590000001,37.51899594,인근좌표,False,False,True,False,False,양평,10593.0,양평,2021-01-06,-7.4,-14.6,-2.3,5.3,3.1,1.1
83,83,경기김포,2021-01-06,2021-01-06,0.02,126.6015557,37.68465337,인근좌표,False,False,False,False,True,파주,5239.0,파주,2021-01-06,-10.1,-18.2,-3.4,0.8,6.0,1.6
84,84,경기파주,2021-11-04,2021-11-04,0.03,126.8077119,37.84944357,인근좌표,False,False,False,False,True,파주,,,,,,,,,
85,85,경기화성,2021-11-05,2021-11-05,0.03,126.91625570000001,37.15266119,인근좌표,False,True,False,False,False,수원,,,,,,,,,
86,86,경기안양,2021-11-06,2021-11-06,0.03,126.9027706,37.40454384,인근좌표,False,True,False,False,False,수원,,,,,,,,,
87,87,경기평택,2021-11-07,2021-11-07,0.1,127.0037131,37.02303199,인근좌표,False,True,False,False,False,수원,,,,,,,,,
88,88,경기고양,2021-12-04,2021-12-04,0.03,126.89936759999999,37.66019018,인근좌표,False,False,False,False,True,파주,,,,,,,,,
89,89,경기포천,2021-02-12,2021-02-12,0.02,127.237579,37.96766787,인근좌표,True,False,False,False,False,동두천,2599.0,동두천,2021-02-12,3.9,-3.5,14.4,0.0,2.8,0.8
90,90,경기연천,2019-04-17,2019-04-17,0.02,127.02681979999998,38.08507414,인근좌표,True,False,False,False,False,동두천,1932.0,동두천,2019-04-17,13.9,4.9,23.3,0.0,6.1,1.9
91,91,경기안성,2019-04-17,2019-04-17,2.0,127.3059003,37.02476089,인근좌표,False,False,False,True,False,이천,12640.0,이천,2019-04-17,14.9,4.7,24.3,0.0,4.3,1.6
92,92,경기양평,2019-04-17,2019-04-17,0.12,127.58109590000001,37.51899594,인근좌표,False,False,True,False,False,양평,9963.0,양평,2019-04-17,14.9,5.6,24.1,0.0,4.9,1.7
93,93,경기양평,2019-04-17,2019-04-17,0.09,127.58109590000001,37.51899594,인근좌표,False,False,True,False,False,양평,9963.0,양평,2019-04-17,14.9,5.6,24.1,0.0,4.9,1.7
94,94,경기연천,2019-04-19,2019-04-19,0.03,127.02681979999998,38.08507414,인근좌표,True,False,False,False,False,동두천,1934.0,동두천,2019-04-19,13.0,7.9,20.2,0.0,2.8,1.2
95,95,경기성남,2019-04-19,2019-04-19,0.01,127.10373340000001,37.43511843,인근좌표,False,True,False,False,False,수원,7288.0,수원,2019-04-19,14.1,9.5,19.2,0.0,4.4,2.1
96,96,경기양평,2019-04-20,2019-04-20,0.06,127.58109590000001,37.51899594,인근좌표,False,False,True,False,False,양평,9966.0,양평,2019-04-20,13.6,4.4,21.2,0.0,4.5,1.6
97,97,경기평택,2019-04-20,2019-04-20,0.06,127.0037131,37.02303199,인근좌표,False,True,False,False,False,수원,7289.0,수원,2019-04-20,15.0,9.9,20.4,0.1,4.8,1.9
98,98,경기양평,2019-04-21,2019-04-21,0.3,127.58109590000001,37.51899594,인근좌표,False,False,True,False,False,양평,9967.0,양평,2019-04-21,16.5,13.4,22.1,0.1,3.1,1.5
99,99,경기시흥,2019-04-22,2019-04-22,0.02,126.83356609999998,37.39397721,인근좌표,False,True,False,False,False,수원,7291.0,수원,2019-04-22,18.1,8.5,29.2,0.0,3.8,1.3
100,100,경기남양주,2019-04-22,2019-04-22,0.02,127.25800349999999,37.64296989,인근좌표,False,False,True,False,False,양평,9968.0,양평,2019-04-22,18.7,9.1,28.1,0.0,3.1,1.1
101,101,경기광주,2019-04-23,2019-04-23,0.01,127.2917767,37.4004581,인근좌표,False,False,True,False,False,양평,9969.0,양평,2019-04-23,20.0,12.6,25.6,0.0,3.5,1.6
102,102,경기연천,2019-05-02,2019-05-02,0.01,127.02681979999998,38.08507414,인근좌표,True,False,False,False,False,동두천,1947.0,동두천,2019-05-02,16.7,7.4,27.6,0.0,8.2,2.2
103,103,경기고양,2019-05-03,2019-05-03,0.5,126.89936759999999,37.66019018,인근좌표,False,False,False,False,True,파주,4625.0,파주,2019-05-03,14.7,4.1,25.2,0.0,4.3,1.4
104,104,경기광주,2019-05-04,2019-05-04,0.01,127.2917767,37.4004581,인근좌표,False,False,True,False,False,양평,9980.0,양평,2019-05-04,18.4,8.4,28.1,0.0,3.6,1.4
105,105,경기양평,2019-05-06,2019-05-06,0.15,127.58109590000001,37.51899594,인근좌표,False,False,True,False,False,양평,9982.0,양평,2019-05-06,15.6,9.5,20.3,0.0,5.0,3.1
106,106,경기동두천,2019-05-07,2019-05-07,0.09,127.06698929999999,37.92058118,인근좌표,True,False,False,False,False,동두천,1952.0,동두천,2019-05-07,14.1,4.5,23.4,0.0,7.1,2.3
107,107,경기포천,2019-05-07,2019-05-07,1.0,127.237579,37.96766787,인근좌표,True,False,False,False,False,동두천,1952.0,동두천,2019-05-07,14.1,4.5,23.4,0.0,7.1,2.3
108,108,경기여주,2019-05-07,2019-05-07,1.5,127.64428500000001,37.28762711,인근좌표,False,False,False,True,False,이천,12660.0,이천,2019-05-07,13.8,3.8,23.6,0.0,4.8,1.8
109,109,경기가평,2019-05-07,2019-05-07,0.01,127.4076594,37.8112458,인근좌표,False,False,True,False,False,양평,9983.0,양평,2019-05-07,13.9,4.1,23.0,0.0,5.7,1.9
110,110,경기화성,2019-05-08,2019-05-08,0.09,126.91625570000001,37.15266119,인근좌표,False,True,False,False,False,수원,7307.0,수원,2019-05-08,14.7,7.4,22.7,0.0,5.2,2.1
111,111,경기고양,2019-05-08,2019-05-08,0.01,126.89936759999999,37.66019018,인근좌표,False,False,False,False,True,파주,4630.0,파주,2019-05-08,14.4,8.1,21.4,0.0,4.3,2.2
112,112,경기가평,2019-05-08,2019-05-08,0.01,127.4076594,37.8112458,인근좌표,False,False,True,False,False,양평,9984.0,양평,2019-05-08,15.1,5.2,23.7,0.0,5.0,1.7
113,113,경기파주,2019-05-09,2019-05-09,0.01,126.8077119,37.84944357,인근좌표,False,False,False,False,True,파주,4631.0,파주,2019-05-09,15.3,9.4,23.0,0.0,4.6,2.0
114,114,경기화성,2019-05-10,2019-05-10,0.06,126.91625570000001,37.15266119,인근좌표,False,True,False,False,False,수원,7309.0,수원,2019-05-10,16.2,7.7,26.6,0.0,4.8,1.5
115,115,경기화성,2019-05-11,2019-05-11,0.09,126.91625570000001,37.15266119,인근좌표,False,True,False,False,False,수원,7310.0,수원,2019-05-11,17.7,10.0,27.0,0.0,4.2,1.3
116,116,경기화성,2019-05-11,2019-05-11,0.06,126.91625570000001,37.15266119,인근좌표,False,True,False,False,False,수원,7310.0,수원,2019-05-11,17.7,10.0,27.0,0.0,4.2,1.3
117,117,경기동두천,2019-05-11,2019-05-11,2.0,127.06698929999999,37.92058118,인근좌표,True,False,False,False,False,동두천,1956.0,동두천,2019-05-11,19.7,9.9,29.3,0.0,4.5,1.2
118,118,경기양평,2019-05-11,2019-05-11,0.02,127.58109590000001,37.51899594,인근좌표,False,False,True,False,False,양평,9987.0,양평,2019-05-11,20.2,11.4,29.4,0.0,3.4,1.4
119,119,경기가평,2019-05-11,2019-05-11,0.2,127.4076594,37.8112458,인근좌표,False,False,True,False,False,양평,9987.0,양평,2019-05-11,20.2,11.4,29.4,0.0,3.4,1.4
120,120,경기남양주,2019-05-12,2019-05-12,0.01,127.25800349999999,37.64296989,인근좌표,False,False,True,False,False,양평,9988.0,양평,2019-05-12,19.9,11.6,28.1,0.0,3.3,1.1
121,121,경기파주,2019-05-12,2019-05-12,0.08,126.8077119,37.84944357,인근좌표,False,False,False,False,True,파주,4634.0,파주,2019-05-12,18.1,8.2,27.7,0.0,4.0,1.2
122,122,경기평택,2019-05-13,2019-05-13,0.02,127.0037131,37.02303199,인근좌표,False,True,False,False,False,수원,7312.0,수원,2019-05-13,18.0,13.0,24.8,0.0,4.9,1.4
123,123,경기평택,2019-05-13,2019-05-13,0.01,127.0037131,37.02303199,인근좌표,False,True,False,False,False,수원,7312.0,수원,2019-05-13,18.0,13.0,24.8,0.0,4.9,1.4
124,124,경기양평,2019-05-14,2019-05-14,0.15,127.58109590000001,37.51899594,인근좌표,False,False,True,False,False,양평,9990.0,양평,2019-05-14,19.6,12.3,27.4,0.0,3.1,1.3
125,125,경기남양주,2019-05-15,2019-05-15,0.01,127.25800349999999,37.64296989,인근좌표,False,False,True,False,False,양평,9991.0,양평,2019-05-15,20.2,12.3,28.3,0.0,2.9,1.2
126,126,경기남양주,2019-05-17,2019-05-17,0.01,127.25800349999999,37.64296989,인근좌표,False,False,True,False,False,양평,9993.0,양평,2019-05-17,22.1,15.2,28.2,0.0,2.3,1.0
127,127,경기수원,2019-05-18,2019-05-18,0.04,127.0029967,37.31811976,인근좌표,False,True,False,False,False,수원,7317.0,수원,2019-05-18,21.4,18.1,25.0,0.0,7.2,3.7
128,128,경기안산,2019-05-18,2019-05-18,0.1,126.85747909999999,37.32275536,인근좌표,False,True,False,False,False,수원,7317.0,수원,2019-05-18,21.4,18.1,25.0,0.0,7.2,3.7
129,129,경기가평,2019-05-18,2019-05-18,0.01,127.4076594,37.8112458,인근좌표,False,False,True,False,False,양평,9994.0,양평,2019-05-18,21.3,17.8,24.0,0.0,5.1,2.4
130,130,경기여주,2019-05-22,2019-05-22,0.5,127.64428500000001,37.28762711,인근좌표,False,False,False,True,False,이천,12675.0,이천,2019-05-22,18.9,9.0,28.0,0.0,5.5,2.1
131,131,경기파주,2019-05-24,2019-05-24,0.05,126.8077119,37.84944357,인근좌표,False,False,False,False,True,파주,4646.0,파주,2019-05-24,21.1,11.1,31.3,0.0,2.7,1.1
132,132,경기이천,2019-05-26,2019-05-26,0.01,127.4520008,37.20146617,인근좌표,False,False,False,True,False,이천,12679.0,이천,2019-05-26,23.5,14.5,31.7,0.0,4.4,1.3
133,133,경기가평,2019-05-29,2019-05-29,0.02,127.4076594,37.8112458,인근좌표,False,False,True,False,False,양평,10005.0,양평,2019-05-29,19.0,9.6,28.1,0.0,4.8,1.7
134,134,경기남양주,2019-06-03,2019-06-03,0.1,127.25800349999999,37.64296989,인근좌표,False,False,True,False,False,양평,10010.0,양평,2019-06-03,22.2,13.6,29.6,0.0,4.2,1.4
135,135,경기안성,2019-06-04,2019-06-04,0.03,127.3059003,37.02476089,인근좌표,False,False,False,True,False,이천,12688.0,이천,2019-06-04,23.4,15.6,31.3,0.0,3.6,1.8
136,136,경기성남,2019-06-04,2019-06-04,0.01,127.10373340000001,37.43511843,인근좌표,False,True,False,False,False,수원,7334.0,수원,2019-06-04,21.8,16.0,29.3,0.0,4.4,2.1
137,137,경기화성,2019-06-25,2019-06-25,0.09,126.91625570000001,37.15266119,인근좌표,False,True,False,False,False,수원,7355.0,수원,2019-06-25,25.0,17.2,32.7,0.0,4.7,1.5
138,138,경기남양주,2019-07-04,2019-07-04,0.1,127.25800349999999,37.64296989,인근좌표,False,False,True,False,False,양평,10041.0,양평,2019-07-04,25.7,17.4,34.2,0.0,4.1,1.5
139,139,경기성남,2019-07-08,2019-07-08,0.03,127.10373340000001,37.43511843,인근좌표,False,True,False,False,False,수원,7368.0,수원,2019-07-08,25.2,21.3,30.0,0.0,4.7,2.9
140,140,경기하남,2019-07-08,2019-07-08,0.03,127.2110935,37.5303375,인근좌표,False,False,True,False,False,양평,10045.0,양평,2019-07-08,23.4,19.7,28.2,0.0,4.8,1.7
141,141,경기포천,2019-07-09,2019-07-09,0.2,127.237579,37.96766787,인근좌표,True,False,False,False,False,동두천,2015.0,동두천,2019-07-09,23.4,16.5,30.2,0.0,4.0,1.6
